,district,incumbent,party,dem_24,rep_24,tot_24,dem_pct_24,rep_pct_24,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,2p_tot_24,dem_2p_24,rep_2p_24,2p_tot_20,dem_2p_20,rep_2p_20,dem_16,rep_16,tot_16,2p_tot_16,dem_2p_16,rep_2p_16,lean_16,lean_20,lean_24
96,FL-08,Mike Haridopolos,(R),177212,280406,461931,38.36,60.7,186758,267849,459670,40.63,58.27,457618,38.724875332701075,61.27512466729893,454607,41.08119760584417,58.91880239415583,149043,231383,399442,380426,39.17792159316135,60.822078406838656,-11.935367337551526,-11.188637318362304,-10.525070798866658
97,FL-09,Darren Soto,(D),170042,158367,332322,51.17,47.65,198451,139043,340752,58.24,40.8,328409,51.77750914256308,48.22249085743692,337494,58.801341653481245,41.198658346518755,171065,97224,280154,268289,63.76146618012666,36.238533819873346,12.648177249413784,6.531506729274774,2.527563010995351
98,FL-10,Maxwell Frost,(D),182937,114483,301485,60.68,37.97,218958,112414,335201,65.32,33.54,297420,61.50796852935243,38.49203147064757,331372,66.0761923155849,33.923807684415095,191868,94641,301864,286509,66.9675298158173,33.03247018418269,15.854240885104424,13.806357391378434,12.2580223977847
99,FL-11,Daniel Webster,(R),189155,263412,456757,41.41,57.67,188273,234657,426492,44.14,55.02,452567,41.79602136258278,58.20397863741722,422930,44.51635022344123,55.483649776558764,136944,187297,336343,324241,42.2352509398873,57.7647490601127,-8.878037990825575,-7.753484700765242,-7.453924768984955
100,FL-12,Gus Bilirakis,(R),143215,296459,443210,32.31,66.89,150490,273483,428151,35.15,63.88,439674,32.57299726615629,67.42700273384371,423973,35.495184834883354,64.50481516511665,121582,223710,360696,345292,35.211357343929194,64.7886426560708,-15.901931586783682,-16.774650089323117,-16.67694886541144
101,FL-13,Anna Paulina Luna,(R),182362,231968,418303,43.6,55.45,207951,238399,450980,46.11,52.86,414330,44.01370887939565,55.98629112060435,446350,46.58922370337179,53.41077629662821,176056,207561,403093,383617,45.89369084268945,54.10630915731055,-5.2195980880234245,-5.6806112208346775,-5.2362372521720815
102,FL-14,Kathy Castor,(D),190430,163008,357518,53.26,45.59,231590,156409,392644,58.98,39.83,353438,53.879322540304095,46.120677459695905,387999,59.68829816571692,40.31170183428308,198789,125050,340859,323839,61.38513273571127,38.61486726428874,10.27184380499839,7.418463241510452,4.629376408736363
103,FL-15,Laurel Lee,(R),155662,195534,356338,43.68,54.87,176040,187647,367849,47.86,51.01,351196,44.32339776079454,55.67660223920545,363687,48.40425970683582,51.59574029316417,144035,156076,314947,300111,47.99390892036613,52.00609107963386,-3.1193800103467453,-3.8655752173706475,-4.92654837077319
104,FL-16,Vern Buchanan,(R),177608,243281,424610,41.83,57.3,184319,220728,409050,45.06,53.96,420889,42.19829931407093,57.80170068592907,405047,45.50558330267845,54.49441669732155,136445,178008,329225,314453,43.39122221762871,56.60877778237129,-7.722066713084168,-6.764251621528018,-7.0516468174968026
105,FL-17,Greg Steube,(R),176069,287945,467186,37.69,61.63,187427,259237,450114,41.64,57.59,464014,37.944760287405124,62.055239712594876,446664,41.961519173248796,58.038480826751204,151876,214866,380937,366742,41.41221894410785,58.58778105589215,-9.701069986605027,-10.308315750957675,-11.305185844162608
106,FL-18,Scott Franklin,(R),124323,229013,356098,34.91,64.31,133424,213235,349949,38.13,60.93,353336,35.185489166119496,64.8145108338805,346659,38.48854349663502,61.51145650336498,111665,175415,298794,287080,38.89682318517487,61.10317681482513,-12.21646574553801,-13.781291427571453,-14.064456965448237
107,FL-19,Byron Donalds,(R),150278,275172,428204,35.09,64.26,169589,260674,433251,39.14,60.17,425450,35.32212950993066,64.67787049006934,430263,39.41519489242626,60.584805107573736,134048,218191,363814,352239,38.0559790369607,61.94402096303931,-13.057309893752176,-12.854640031780214,-13.92781662163707
108,FL-20,VACANT (Cherfilus-McCormick),(D),207864,89156,299724,69.35,29.75,252405,78222,332578,75.89,23.52,297020,69.9831661167598,30.016833883240185,330627,76.3413151376022,23.65868486239781,228981,60010,295755,288991,79.2346474457682,20.765352554231793,28.121358515055327,24.071480213395724,20.733219985192072
109,FL-21,Brian Mast,(R),188603,264124,455972,41.36,57.93,199069,240849,442839,44.95,54.39,452727,41.6593222847323,58.340677715267695,439918,45.25138775862774,54.74861224137225,162089,200663,375659,362752,44.683144407198306,55.316855592801694,-6.430144523514571,-7.018447165578728,-7.590623846835435
110,FL-22,Lois Frankel,(D),197003,176046,376334,52.35,46.78,229942,160705,393104,58.49,40.88,373049,52.808880334754946,47.19111966524505,390647,58.86183690134572,41.13816309865428,197951,129990,337434,327941,60.36177239198515,39.63822760801486,9.248483461272272,6.5920019771392475,3.5589342031872135
111,FL-23,Jared Moskowitz,(D),195684,188302,387455,50.5,48.6,232548,177952,412845,56.33,43.1,383986,50.9612329616184,49.03876703838161,410500,56.64993909866018,43.35006090133983,199270,148433,358007,347703,57.3104057198241,42.689594280175896,6.19711678911122,4.380104174453706,1.7112868300506676
112,FL-24,Frederica Wilson,(D),191104,102190,295841,64.6,34.54,245449,83302,330498,74.27,25.2,293294,65.15782798147933,34.84217201852067,328751,74.66106566976222,25.338934330237777,236598,50237,293373,286835,82.48574964700961,17.514250352990395,31.372460716296736,22.391230745555752,15.907881849911597
113,FL-25,Debbie Wasserman Schultz,(D),184023,165217,352829,52.16,46.83,229439,152844,384550,59.66,39.75,349240,52.69241782155538,47.307582178444626,382283,60.018101772770436,39.981898227229564,209145,114367,333718,323512,64.64829743564381,35.35170256435619,13.535008504930936,7.748266848563965,3.4424716899876486
114,FL-26,Mario Diaz-Balart,(R),101483,211711,315221,32.19,67.16,126831,184088,312563,40.58,58.9,313194,32.40260030524212,67.59739969475788,310919,40.79229638587542,59.207703614124576,130371,120448,258392,250819,51.97811967992856,48.021880320071446,0.8648307492156846,-11.477538538331054,-16.847345826325615
115,FL-27,Maria Elvira Salazar,(R),142906,192461,338014,42.28,56.94,178067,179207,359223,49.57,49.89,335367,42.61182525412458,57.38817474587541,357274,49.8404585836081,50.1595414163919,175743,122321,308545,298064,58.96149820172849,41.03850179827151,7.848209271015612,-2.429376340598374,-6.63812087744315
116,FL-28,Carlos Gimenez,(R),123817,208901,335003,36.96,62.36,159454,181199,342665,46.53,52.88,332718,37.21379666865033,62.786203331349675,340653,46.808335755152605,53.191664244847395,158889,114744,283595,273633,58.0664612820822,41.9335387179178,6.953172351369325,-5.461499169053866,-12.0361494629174
117,GA-01,Buddy Carter,(R),152070,209540,363589,41.82,57.63,144314,189725,338574,42.62,56.04,361610,42.05359365061807,57.94640634938193,334039,43.202739799843734,56.79726020015627,110607,155973,274027,266580,41.49110961062345,58.508890389376546,-9.62217932008943,-9.067095124362737,-7.196352480949663
118,GA-02,Sanford Bishop,(D),169577,145474,316317,53.61,45.99,173621,140787,317280,54.72,44.37,315051,53.82525368908526,46.17474631091474,314408,55.22155924785629,44.77844075214371,150531,124987,280721,275518,54.63563179175226,45.36436820824773,3.522342861039384,2.9517243236498203,4.575307557517526
119,GA-03,Brian Jack,(R),145886,270196,418554,34.85,64.55,132438,248375,385533,34.35,64.42,416082,35.0618387721651,64.9381612278349,380813,34.777699290727995,65.222300709272,97676,210579,317474,308255,31.686752850724236,68.31324714927575,-19.42653607998864,-17.492135633478476,-14.188107359402629
120,GA-04,Hank Johnson,(D),234429,71937,309663,75.7,23.23,248593,65346,317482,78.3,20.58,306366,76.51926127572904,23.48073872427097,313939,79.18512832110697,20.81487167889303,201353,55295,264373,256648,78.45492659206383,21.54507340793616,27.34163766135095,26.915293396900502,27.269315144161304
121,GA-05,Nikema Williams,(D),299983,48165,351733,85.29,13.69,298038,45300,347583,85.75,13.03,348148,86.16536645334743,13.834633546652572,343338,86.80600457857854,13.193995421421455,245682,36974,292351,282656,86.91908185214537,13.080918147854636,35.80579292143249,34.53616965437207,36.9154203217797
122,GA-06,Lucy McBath,(D),280411,92612,376079,74.56,24.63,272649,90780,367715,74.15,24.69,373023,75.17257648992152,24.827423510078468,363429,75.02125587116053,24.97874412883947,208026,81373,299005,289399,71.88207284752194,28.117927152478067,20.768783916809063,22.751420946954063,25.922630358353793
123,GA-07,Rich McCormick,(R),166264,261716,432786,38.42,60.47,160882,240034,406792,39.55,59.01,427980,38.84854432450114,61.15145567549886,400916,40.12860549342007,59.87139450657993,103939,199602,317129,303541,34.24216168491242,65.75783831508758,-16.87112724580046,-12.141229430786403,-10.401401807066591
124,GA-08,Austin Scott,(R),119340,225184,345955,34.5,65.09,117889,209159,330441,35.68,63.3,344524,34.639096260347614,65.36090373965239,327048,36.04639074386634,63.95360925613366,93873,179794,279771,273667,34.301907062232566,65.69809293776743,-16.81138186848031,-16.22344418034013,-14.610849871220118
125,GA-09,Andrew Clyde,(R),130776,267538,401323,32.59,66.66,121352,239320,365489,33.2,65.48,398314,32.83238851760169,67.1676114823983,360672,33.64608286753615,66.35391713246385,79279,194713,283542,273992,28.934786417121668,71.06521358287833,-22.17850251359121,-18.62375205667032,-16.41755761396604
126,GA-10,Mike Collins,(R),162887,249036,414479,39.3,60.08,146057,226098,376859,38.76,60.0,411923,39.54306994268346,60.45693005731654,372155,39.246281791189155,60.753718208810845,105431,187360,301949,292791,36.008962024105934,63.99103797589407,-15.104326906606943,-13.023553133017316,-9.706876188884273
127,GA-11,Barry Loudermilk,(R),159023,257070,420016,37.86,61.2,149016,234589,390136,38.2,60.13,416093,38.21813873340816,61.78186126659184,383605,38.84620899101941,61.1537910089806,101813,200830,316537,302643,33.641286928823725,66.35871307117627,-17.47200200188915,-13.423625933187061,-11.031807398159572
128,GA-12,Rick Allen,(R),149015,198465,349195,42.67,56.84,151146,185743,340948,44.33,54.48,347480,42.88448256014735,57.11551743985266,336889,44.86522266978144,55.134777330218554,121481,159486,287771,280967,43.23675022333583,56.76324977666416,-7.876538707377044,-7.404612254425032,-6.365463571420385
129,GA-13,VACANT (Scott),(D),257537,103350,364212,70.71,28.38,248807,104096,356696,69.75,29.18,360887,71.36222695746868,28.637773042531318,352903,70.50294273497249,29.4970572650275,183801,98554,290158,282355,65.09571284376051,34.90428715623949,13.982423913047633,18.233107810766022,22.112280825900946
130,GA-14,Clay Fuller,(R),120819,262833,386145,31.29,68.07,108830,242501,356187,30.55,68.08,383652,31.491820712520724,68.50817928747928,351331,30.976486561106192,69.0235134388938,74471,203584,287565,278055,26.782830734926545,73.21716926507345,-24.33045819578633,-21.29334836310028,-17.75812541904701
131,HI-01,Ed Case,(D),153039,91498,248840,61.5,36.77,178660,96350,279670,63.88,34.45,244537,62.58316737344452,37.41683262655549,275010,64.96491036689575,35.03508963310425,131565,63534,208431,195099,67.43499454123292,32.56500545876709,16.32170561052005,12.69507544268928,13.333221241876785
132,HI-02,Jill Tokuda,(D),160005,102163,267861,59.73,38.14,187470,100514,294799,63.59,34.1,262168,61.03147600012206,38.96852399987794,287984,65.09736652036224,34.90263347963776,135326,65313,220506,200639,67.44750522081948,32.55249477918052,16.334216290106603,12.827531596155772,11.78152986855433
133,IA-01,Mariannette Miller-Meeks,(R),190502,226309,422996,45.04,53.5,203400,215742,426927,47.64,50.53,416811,45.70464790996399,54.29535209003601,419142,48.527706600627,51.472293399373,177850,189883,396628,367733,48.36389445603196,51.63610554396805,-2.749394474680919,-3.742128323579472,-3.545298221603744
134,IA-02,Ashley Hinson,(R),186017,227941,419694,44.32,54.31,203246,222312,433378,46.9,51.3,413958,44.93620125713237,55.06379874286763,425558,47.75988231921383,52.24011768078617,180282,198955,408684,379237,47.53808304569438,52.46191695430562,-3.575205885018498,-4.509952604992641,-4.313744874435365
135,IA-03,Zach Nunn,(R),199043,217645,422161,47.15,51.55,205591,207043,420101,48.94,49.28,416688,47.767874284836616,52.23212571516338,412634,49.82405715476669,50.1759428452333,165874,177109,370226,342983,48.36216372240024,51.63783627759977,-2.7511252083126365,-2.445777769439779,-1.4820718467311167
136,IA-04,Randy Feenstra,(R),131716,255124,391998,33.6,65.08,146824,252575,406128,36.15,62.19,386840,34.04921931547927,65.95078068452072,399399,36.761233753714954,63.23876624628504,129663,235036,390493,364699,35.553428992127756,64.44657100787225,-15.55985993858512,-15.508601170491517,-15.200726816088462
137,ID-01,Russ Fulcher,(R),126556,343893,482249,26.24,71.31,132085,302868,447457,29.52,67.69,470449,26.90110936573359,73.09889063426641,434953,30.367648918388884,69.63235108161112,86263,221000,344543,307263,28.074646150040845,71.92535384995915,-23.03864278067203,-21.902186005817587,-22.348836765834143
138,ID-02,Mike Simpson,(R),148416,261353,422563,35.12,61.85,154936,251251,419904,36.9,59.84,409769,36.21943094768028,63.78056905231973,406187,38.144007563019,61.855992436981,103499,188058,345881,291557,35.498718946895465,64.50128105310455,-15.614569983817411,-14.125827361187469,-13.030515183887452
139,IL-01,Jonathan Jackson,(D),214180,109215,327524,65.39,33.35,260631,103984,369753,70.49,28.12,323395,66.22860588444472,33.77139411555528,364615,71.48115135142548,28.518848648574526,258515,86153,359512,344668,75.00406187983799,24.995938120162013,23.890772949125115,19.21131642721901,16.978659752876986
140,IL-02,Robin Kelly,(D),196188,97557,297831,65.87,32.76,231924,98000,334668,69.3,29.28,293745,66.78854108155032,33.21145891844968,329924,70.29618942544343,29.703810574556567,228009,88360,330104,316369,72.07058845841406,27.929411541585935,20.95729952770119,18.02635450123696,17.53859494998259
141,IL-03,Delia Ramirez,(D),172024,88947,264637,65.0,33.61,207342,84147,297395,69.72,28.29,260971,65.91690264435512,34.08309735564488,291489,71.13201527330362,28.867984726696378,184409,65684,267054,250093,73.73617014470616,26.263829855293828,22.62288121399329,18.86218034909715,16.666956512787387
142,IL-04,Chuy Garcia,(D),133997,74150,211284,63.42,35.09,175301,62731,242543,72.28,25.86,208147,64.37613801784316,35.62386198215684,238032,73.64598037238692,26.354019627613095,164935,49530,227807,214465,76.90532254680251,23.09467745319749,25.792033616089633,21.376145448180445,15.126191886275429
143,IL-05,Mike Quigley,(D),254128,115335,373934,67.96,30.84,275679,117237,400256,68.88,29.29,369463,68.78307164722854,31.216928352771454,392916,70.16232477170693,29.83767522829307,235988,98390,360070,334378,70.5752172690787,29.424782730921294,19.46192833836583,17.892489847500464,19.533125515660807
144,IL-06,Sean Casten,(D),190484,170365,366334,52.0,46.51,216368,173185,396914,54.51,43.63,360849,52.78773115624541,47.21226884375459,389553,55.54263476343399,44.45736523656601,180640,151235,356452,331875,54.430131826742,45.569868173258,3.3168428960291223,3.272799839227517,3.5377850246776745
145,IL-07,Danny Davis,(D),227588,46357,277166,82.11,16.73,274896,41082,321060,85.62,12.8,273945,83.07799010750333,16.92200989249667,315978,86.99846191823481,13.001538081765185,272562,31019,317580,303581,89.78229862870207,10.217701371297942,38.66900969798919,34.72862699402834,33.82804397593559
146,IL-08,Raja Krishnamoorthi,(D),162610,141333,307970,52.8,45.89,189430,138017,333628,56.78,41.37,303943,53.500162859483524,46.499837140516476,327447,57.85058345320005,42.14941654679994,158507,113058,290368,271565,58.367978200430834,41.632021799569166,7.254689269717957,5.580748528993581,4.250216727915792
147,IL-09,Jan Schakowsky,(D),234534,107886,346306,67.72,31.15,267524,108596,382482,69.94,28.39,342420,68.49307867531103,31.50692132468898,376120,71.12729979793683,28.87270020206317,233480,88297,342357,321777,72.55956765088865,27.440432349111344,21.446278720175776,18.857464873730358,19.243132543743293
148,IL-10,Brad Schneider,(D),198884,126235,329534,60.35,38.31,220357,128416,355522,61.98,36.12,325119,61.17267831163359,38.82732168836641,348773,63.180636115754375,36.819363884245625,186067,112732,322655,298799,62.271627415085064,37.72837258491494,11.158338484372187,10.910801191547904,11.922732180065857
149,IL-11,Bill Foster,(D),198860,157499,361856,54.96,43.53,215328,157129,380478,56.59,41.3,356359,55.80327703243078,44.196722967569215,372457,57.812848194556686,42.187151805443314,171819,136492,332333,308311,55.72911767663171,44.27088232336829,4.615828745918833,5.543013270350215,6.553330900863045
150,IL-12,Mike Bost,(R),102645,264477,372700,27.54,70.96,106204,270198,383257,27.71,70.5,367122,27.95937045450831,72.04062954549168,376402,28.21557802562154,71.78442197437846,95310,251552,366997,346862,27.477786554883497,72.5222134451165,-23.63550237582938,-24.05425689858493,-21.290575677059422
151,IL-13,Nikki Budzinski,(D),180464,145725,331866,54.38,43.91,195393,155142,358904,54.44,43.23,326189,55.32498030283056,44.67501969716943,350535,55.741366767940434,44.258633232059566,176530,147579,348727,324109,54.46624438074845,45.53375561925155,3.352955450035573,3.4715318437339633,6.075034171262828
152,IL-14,Lauren Underwood,(D),173949,156554,335428,51.86,46.67,191028,151016,348998,54.74,43.27,330503,52.63159487205865,47.36840512794135,342044,55.848955105191145,44.151044894808855,157151,130645,310095,287796,54.60499798468359,45.39500201531641,3.491709053970716,3.579120180984674,3.381648740490917
153,IL-15,Mary Miller,(R),111678,263292,381405,29.28,69.03,117057,270236,395434,29.6,68.34,374970,29.783182654612368,70.21681734538762,387293,30.224403746001087,69.77559625399891,102580,244940,370924,347520,29.517725598526706,70.4822744014733,-21.59556333218617,-22.045431178205384,-19.466763476955364
154,IL-16,Darin LaHood,(R),147743,236254,390305,37.85,60.53,152633,238789,400519,38.11,59.62,383997,38.47504016958466,61.52495983041534,391422,38.99448676875597,61.005513231244024,125721,213029,367027,338750,37.11321033210332,62.88678966789668,-14.000078598609555,-13.275348155450502,-10.774905961983073
155,IL-17,Eric Sorensen,(D),162905,147899,316290,51.5,46.76,174821,148985,331627,52.72,44.93,310804,52.41406159508887,47.58593840491113,323806,53.98942576728041,46.01057423271959,158506,137320,319863,295826,53.58082115838364,46.41917884161636,2.467532227670766,1.719590843073938,3.164115463521135
156,IN-01,Frank Mrvan,(D),161625,160330,327083,49.41,49.02,181832,153364,340700,53.37,45.01,321955,50.20111506266404,49.79888493733596,335196,54.24647072160765,45.75352927839234,165956,128967,313114,294923,56.27095886044832,43.729041139551676,5.157669929735441,1.9766357974011797,0.951168931096305
157,IN-02,Rudy Yakym,(R),107778,187182,299603,35.97,62.48,117687,187968,311424,37.79,60.36,294960,36.53986981285598,63.46013018714402,305655,38.50321440840163,61.49678559159837,99794,172718,290652,272512,36.62003875058713,63.37996124941287,-14.493250180125749,-13.766620515804838,-12.71007631871175
158,IN-03,Marlin Stutzman,(R),107772,207946,321172,33.56,64.75,111650,209890,328584,33.98,63.88,315718,34.13552600738634,65.86447399261365,321540,34.723518069291536,65.27648193070846,87898,187915,293561,275813,31.868693643881908,68.13130635611809,-19.244595286830968,-17.546316854914934,-15.114420124181393
159,IN-04,Jim Baird,(R),114999,213001,333994,34.43,63.77,118417,219029,345309,34.29,63.43,328000,35.06067073170732,64.93932926829268,337446,35.09213325984009,64.9078667401599,89720,192817,303286,282537,31.755132956037617,68.24486704396239,-19.35815597467526,-17.17770166436638,-14.189275399860414
160,IN-05,Victoria Spartz,(R),150105,212150,369170,40.66,57.47,151397,210212,369022,41.03,56.96,362255,41.43628107272501,58.56371892727499,361609,41.867597321969306,58.132402678030694,113722,189864,325741,303586,37.459566646683314,62.54043335331669,-13.653722284029563,-10.402237602237165,-7.813665058842723
161,IN-06,Jefferson Shreve,(R),107012,212902,325612,32.86,65.39,109391,215307,331748,32.97,64.9,319914,33.45023975193333,66.54976024806668,324698,33.69007508515605,66.30992491484395,83828,194382,297501,278210,30.131195859243014,69.86880414075698,-20.982093071469862,-18.579759839050418,-15.7997063796344
162,IN-07,Andre Carson,(D),189586,77134,271247,69.89,28.44,213498,84813,303734,70.29,27.92,266720,71.08053389322136,28.919466106778646,298311,71.56893309331537,28.43106690668463,187181,84036,289346,271217,69.01521659777964,30.984783402220362,17.901927667066765,19.299098169108895,21.830587761653625
163,IN-08,Mark Messmer,(R),103784,223051,332397,31.22,67.1,112346,225275,343948,32.66,65.5,326835,31.75424908593021,68.24575091406979,337621,33.27577372260612,66.72422627739388,96921,206009,320574,302930,31.994520186181624,68.00547981381837,-19.118768744531252,-18.994061201600353,-17.495697045637524
164,IN-09,Erin Houchin,(R),121011,226651,353491,34.23,64.12,126197,223661,356696,35.38,62.7,347662,34.8070827412832,65.1929172587168,349858,36.07092020191049,63.929079798089504,108135,200532,326753,308667,35.03289953250591,64.9671004674941,-16.080389398206968,-16.19891472229598,-14.44286339028453
165,KS-01,Tracey Mann,(R),103889,200988,310550,33.45,64.72,110422,206364,323819,34.1,63.73,304877,34.07570922043972,65.92429077956028,316786,34.85696968931708,65.14303031068293,85010,182300,287317,267310,31.802027608394745,68.19797239160525,-19.31126132231813,-17.412865234889388,-15.174236911128013
166,KS-02,Derek Schmidt,(R),120738,181316,307903,39.21,58.89,130954,183352,321754,40.7,56.99,302054,39.9723228296927,60.02767717030729,314306,41.664492564570835,58.335507435429165,105015,158407,284752,263422,39.86569079272043,60.13430920727958,-11.247598137992448,-10.605342359635635,-9.277623301875032
167,KS-03,Sharice Davids,(D),203405,187105,397590,51.16,47.06,205621,187731,401921,51.16,46.71,390510,52.08701441704437,47.91298558295562,393352,52.27404462161118,47.725955378388825,146168,164241,340884,310409,47.08884085190829,52.91115914809171,-4.024448078804589,0.004209697404711221,2.83706828547664
168,KS-04,Ron Estes,(R),116821,189393,311548,37.5,60.79,123326,193958,324810,37.97,59.71,306214,38.15011723827128,61.84988276172872,317284,38.869277996999536,61.13072200300047,90812,166070,280732,256882,35.35164005263117,64.64835994736883,-15.761648878081708,-13.400556927206935,-11.099828893296454
169,KY-01,James Comer,(R),88125,250232,342750,25.71,73.01,98100,248460,351824,27.88,70.62,338357,26.044976164228906,73.9550238357711,346560,28.306786703601105,71.6932132963989,84440,228580,325717,313020,26.97591208229506,73.02408791770493,-24.137376848417816,-23.963048220605366,-23.204969967338826
170,KY-02,Brett Guthrie,(R),100536,245734,351285,28.62,69.95,108502,237998,352498,30.78,67.52,346270,29.033990816414935,70.96600918358507,346500,31.313708513708516,68.68629148629148,86587,210823,312050,297410,29.113681449850375,70.88631855014962,-21.9996074808625,-20.956126410497955,-20.215955315152797
171,KY-03,Morgan McGarvey,(D),194712,131797,332190,58.61,39.68,220429,138649,365965,60.23,37.89,326509,59.63449705827405,40.36550294172596,359078,61.387497980940076,38.612502019059924,185507,133555,336720,319062,58.14136437432224,41.85863562567777,7.02807544360936,9.117663056733605,10.384550926706318
172,KY-04,Thomas Massie,(R),117644,250916,374804,31.39,66.95,122980,244777,374537,32.84,65.35,368560,31.919904493162576,68.08009550683742,367757,33.44055993495705,66.55944006504295,94420,214576,327274,308996,30.557029864464262,69.44297013553573,-20.556259066248614,-18.82927498924942,-17.330041638405156
173,KY-05,Hal Rogers,(R),55275,257630,316756,17.45,81.33,64435,258817,327397,19.68,79.05,312905,17.665106022594717,82.33489397740529,323252,19.93336468142502,80.06663531857498,55923,237010,302043,292933,19.090713576141987,80.90928642385802,-32.02257535457089,-32.33647024278145,-31.584840108973015
174,KY-06,Andy Barr,(R),147751,201185,355524,41.56,56.59,158028,197944,363215,43.51,54.5,348936,42.34329504550978,57.65670495449022,355972,44.39337925454811,55.606620745451885,121970,178413,319571,300383,40.604827836462114,59.39517216353788,-10.508461094250762,-7.8764556696583625,-6.9066510860579555
175,LA-01,Steve Scalise,(R),111933,252925,371800,30.11,68.03,116933,265707,389944,29.99,68.14,364858,30.678510543828008,69.32148945617199,382640,30.559533765419193,69.44046623458081,94156,244244,355056,338400,27.823877068557916,72.17612293144208,-23.28941186215496,-21.710301158787278,-18.571435587739725
176,LA-02,Troy Carter,(D),207309,106781,320338,64.72,33.33,235018,109269,350031,67.14,31.22,314090,66.00305644878857,33.99694355121143,344287,68.26223470534757,31.737765294652426,215052,100617,326406,315669,68.12578998888075,31.874210011119242,17.012501058167878,15.992399781141096,16.753110317220838
177,LA-03,Clay Higgins,(R),90504,240932,335959,26.94,71.71,99593,249903,355491,28.02,70.3,331436,27.306629334170097,72.6933706658299,349496,28.4961773525305,71.50382264746949,92366,237126,341005,329492,28.032850569968314,71.96714943003168,-23.080438360744562,-23.773657571675972,-21.943316797397635
178,LA-04,Mike Johnson,(R),78541,254091,336699,23.33,75.47,87192,261304,353970,24.63,73.82,332632,23.611979605089108,76.3880203949109,348496,25.019512419080854,74.98048758091915,79696,247373,337511,327069,24.36672384114667,75.63327615885333,-26.746565089566207,-27.250322505125617,-25.637966526478625
179,LA-05,Julia Letlow,(R),104074,225375,334450,31.12,67.39,114890,234776,355457,32.32,66.05,329449,31.59032202252853,68.40967797747147,349666,32.85706931757735,67.14293068242266,103611,218436,332865,322047,32.17263318708139,67.82736681291861,-18.94065574363149,-19.412765606629122,-17.659624109039203
180,LA-06,Cleo Fields,(D),174508,128401,307729,56.71,41.73,202408,134818,343169,58.98,39.29,302909,57.61070156383601,42.389298436164,337226,60.02146928172798,39.97853071827202,195273,130842,336189,326115,59.8785704429419,40.12142955705809,8.765281512229024,7.75163435752151,8.360755432268277
181,MA-01,Richard Neal,(D),211784,160045,379806,55.76,42.14,235190,150037,393141,59.82,38.16,371829,56.95736481016811,43.042635189831884,385227,61.052314609308276,38.947685390691724,201248,137157,366617,338405,59.46957048506967,40.53042951493033,8.35628155435679,8.782479685101805,7.707418678600376
182,MA-02,Jim McGovern,(D),231966,141308,382912,60.58,36.9,254528,132546,395665,64.33,33.5,373274,62.14362639776678,37.85637360223321,387074,65.75693536636406,34.243064633635946,209107,123066,363362,332173,62.951233242918605,37.0487667570814,11.837944312205728,13.48710044215759,12.893680266199048
183,MA-03,Lori Trahan,(D),208626,140854,357054,58.43,39.45,233536,131375,372676,62.66,35.25,349480,59.69611994963946,40.30388005036053,364911,63.99807076245989,36.00192923754012,195231,121845,344439,317076,61.572304431745074,38.427695568254926,10.459015501032198,11.728235838253418,10.446173818071728
184,MA-04,Jake Auchincloss,(D),237730,158054,403966,58.85,39.13,263669,145121,416487,63.31,34.84,395784,60.065591332646086,39.93440866735391,408790,64.4998654565914,35.5001345434086,217826,132524,378162,350350,62.17382617382617,37.82617382617383,11.060537243113295,12.230030532384923,10.815645201078354
185,MA-05,Katherine Clark,(D),265591,97371,372437,71.31,26.14,298842,94405,399703,74.77,23.62,362962,73.17322474529014,26.82677525470986,393247,75.9934595813827,24.006540418617305,255386,92837,372341,348223,73.33978513768476,26.66021486231524,22.22649620697188,23.723624657176224,23.92327861372241
186,MA-06,Seth Moulton,(D),255729,166654,430682,59.38,38.7,283226,158963,450070,62.93,35.32,422383,60.544340089444894,39.45565991055511,442189,64.05089226552447,35.949107734475525,227630,152986,410546,380616,59.8056834184585,40.1943165815415,8.692394487745624,11.781057341317997,11.294393957877162
187,MA-07,Ayanna Pressley,(D),222693,47009,278443,79.98,16.88,269381,41245,314904,85.54,13.1,269702,82.57002172768463,17.42997827231537,310626,86.7219743356963,13.278025664303698,247479,34540,297480,282019,87.75259822919732,12.247401770802677,36.63930929848444,34.45213941148983,33.3200755961169
188,MA-08,Stephen Lynch,(D),242623,139502,390362,62.15,35.74,277534,130407,414844,66.9,31.44,382125,63.4930978083088,36.506902191691196,407941,68.03287730333552,31.967122696664468,228502,124147,377770,352649,64.7958735172934,35.2041264827066,13.682584586580525,15.763042379129054,14.243151676741064
189,MA-09,Bill Keating,(D),249776,200506,457746,54.57,43.8,266296,183101,457586,58.2,40.01,450282,55.47101594112134,44.528984058878656,449397,59.25629232059849,40.74370767940151,212641,171656,414034,384297,55.33246421387624,44.66753578612375,4.219175283163366,6.986457396392019,6.221069809553605
190,MD-01,Andy Harris,(R),171555,243356,424523,40.41,57.32,171268,230930,410539,41.72,56.25,414911,41.34742149521223,58.652578504787776,402198,42.58300637994222,57.41699362005779,133884,220643,376493,354527,37.76411951699024,62.23588048300975,-13.349169413722635,-9.686828544264252,-7.902524636355501
