,poll_id_nate,question_id_538,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,partisan,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment,rv,all_adu,sponsor,population,v
3984,4273,21611.0,2008_Pres-G_IA,2008,IA,Pres-G,Pres-G,Rasmussen Reports,277,,2008-10-23,500.0,Barack Obama,DEM,52.0,John McCain,REP,44.0,,8.0,2008-11-04,54.17,44.59,9.58,1.58,-1.58,1.0,-3.80798877404435,,False,False,,LV,False
3985,4363,21606.0,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Mason-Dixon Polling & Strategy,197,,2008-10-23,625.0,Barack Obama,DEM,45.0,John McCain,REP,46.0,,-1.0,2008-11-04,49.29,49.43,-0.14,0.86,-0.86,1.0,-2.11464479997515,,False,False,,LV,False
3986,4400,21614.0,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Rasmussen Reports,277,,2008-10-23,700.0,Barack Obama,DEM,48.0,John McCain,REP,50.0,,-2.0,2008-11-04,49.85,49.52,0.33,2.33,-2.33,0.0,-1.0719623772739,,False,False,,LV,False
3987,4431,21603.0,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,Marist College,183,,2008-10-23,655.0,Barack Obama,DEM,50.0,John McCain,REP,45.0,,5.0,2008-11-04,54.19,44.57,9.62,4.62,-4.62,1.0,-0.0594304670447189,for NBC News,False,False,NBC News,LV,False
3988,4432,21612.0,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,Rasmussen Reports,277,,2008-10-23,700.0,Barack Obama,DEM,50.0,John McCain,REP,46.0,,4.0,2008-11-04,54.19,44.57,9.62,5.62,-5.62,1.0,1.02579463420823,,False,False,,LV,False
3989,4494,21609.0,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Public Policy Polling,263,,2008-10-23,993.0,Barack Obama,DEM,51.0,John McCain,REP,44.0,,7.0,2008-11-04,51.51,46.91,4.6,2.4,2.4,1.0,-1.59571726800871,,False,False,,LV,False
3990,4539,21585.0,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Temple University,336,,2008-10-23,761.0,Barack Obama,DEM,52.0,John McCain,REP,43.0,,9.0,2008-11-04,54.56,44.23,10.33,1.33,-1.33,1.0,-2.34609483328746,,False,False,,LV,False
3991,4568,21597.0,2008_Pres-G_SD,2008,SD,Pres-G,Pres-G,Research 2000,281,,2008-10-23,600.0,Barack Obama,DEM,41.0,John McCain,REP,50.0,,-9.0,2008-11-04,44.75,53.16,-8.41,0.59,-0.59,1.0,-2.95809201962038,,False,False,,LV,False
3992,4616,20027.0,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Financial Dynamics,95,,2008-10-23,869.0,Barack Obama,DEM,50.0,John McCain,REP,43.0,,7.0,2008-11-04,53.0,45.71,7.29,0.29,-0.29,1.0,-3.17278019252338,for Diageo | Hotline,False,False,Diageo | Hotline,LV,False
3993,4617,150203.0,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Gallup,112,,2008-10-23,2379.0,Barack Obama,DEM,51.0,John McCain,REP,43.5,,7.5,2008-11-04,53.0,45.71,7.29,0.21,0.21,1.0,-2.13689591605804,average of multiple versions or turnout models listed in poll,False,False,,LV,False
3994,4618,19774.0,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Lake Research Partners/The Tarrance Group,114,,2008-10-23,1000.0,Barack Obama,DEM,49.0,John McCain,REP,46.0,,3.0,2008-11-04,53.0,45.71,7.29,4.29,-4.29,1.0,1.1298577470838,for George Washington University,False,False,George Washington University,LV,False
3995,4619,20179.0,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Princeton Survey Research Associates International,258,,2008-10-23,882.0,Barack Obama,DEM,53.0,John McCain,REP,41.0,,12.0,2008-11-04,53.0,45.71,7.29,4.71,4.71,1.0,1.3947139373652,,False,False,,LV,False
3996,4620,20623.0,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Zogby Analytics,395,,2008-10-23,1203.0,Barack Obama,DEM,51.0,John McCain,REP,42.0,,9.0,2008-11-04,53.0,45.71,7.29,1.71,1.71,1.0,-1.26951336744917,,False,False,,LV,False
3997,4679,21577.0,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Roanoke College,292,,2008-10-23,614.0,Barack Obama,DEM,48.0,John McCain,REP,39.0,,9.0,2008-11-04,52.72,46.41,6.31,2.69,2.69,1.0,-0.646222152124811,,False,False,,LV,False
3998,4712,21613.0,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,Rasmussen Reports,277,,2008-10-23,500.0,Barack Obama,DEM,51.0,John McCain,REP,44.0,,7.0,2008-11-04,56.34,42.41,13.93,6.93,-6.93,1.0,2.66016332437605,,False,False,,LV,False
3999,4725,21598.0,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,Research 2000,281,,2008-10-23,600.0,Barack Obama,DEM,43.0,John McCain,REP,49.0,,-6.0,2008-11-04,42.6,55.72,-13.12,7.12,7.12,1.0,2.01388834403003,,False,False,,LV,False
4000,4770,24873.0,2008_Sen-G_GA,2008,GA,Sen-G,Sen-G,InsiderAdvantage,243,,2008-10-23,615.0,Jim Martin,DEM,42.0,Saxby Chambliss,REP,44.0,2.0,-2.0,2008-11-04,46.83,49.76,-2.93,0.93,0.93,1.0,-2.71282913191249,,False,False,,LV,False
4001,4771,24893.0,2008_Sen-G_GA,2008,GA,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,,2008-10-23,625.0,Jim Martin,DEM,39.0,Saxby Chambliss,REP,45.0,,-6.0,2008-11-04,46.83,49.76,-2.93,3.07,-3.07,1.0,-0.16703725423325,,False,False,,LV,False
4002,4782,25042.0,2008_Sen-G_IA,2008,IA,Sen-G,Sen-G,Rasmussen Reports,277,,2008-10-23,500.0,Tom Harkin,DEM,57.0,Christopher Reed,REP,41.0,,16.0,2008-11-04,62.71,37.29,25.42,9.42,-9.42,1.0,3.98457654242492,,False,False,,LV,False
4003,4852,29342.0,2008_Sen-G_NC,2008,NC,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,,2008-10-23,800.0,Kay R. Hagan,DEM,42.0,Elizabeth H. Dole,REP,46.0,3.0,-4.0,2008-11-04,52.67,44.2,8.47,12.47,-12.47,0.0,7.73744758566357,for WRAL News,False,False,WRAL News,LV,False
4004,4870,25126.0,2008_Sen-G_NH,2008,NH,Sen-G,Sen-G,Rasmussen Reports,277,,2008-10-23,700.0,Jeanne Shaheen,DEM,52.0,John E. Sununu,REP,46.0,,6.0,2008-11-04,51.62,45.28,6.34,0.34,-0.34,1.0,-3.4775958991006,,False,False,,LV,False
4005,4918,29324.0,2008_Sen-G_SD,2008,SD,Sen-G,Sen-G,Greenberg Quinlan Rosner,126,,2008-10-23,603.0,Tim Johnson,DEM,62.0,Joel D. Dykstra,REP,32.0,,30.0,2008-11-04,62.49,37.51,24.98,5.02,5.02,1.0,1.2630810961621,,False,False,,LV,False
4006,4919,25241.0,2008_Sen-G_SD,2008,SD,Sen-G,Sen-G,Research 2000,281,,2008-10-23,600.0,Tim Johnson,DEM,57.0,Joel D. Dykstra,REP,35.0,,22.0,2008-11-04,62.49,37.51,24.98,2.98,-2.98,1.0,-1.00691943972359,,False,False,,LV,False
4007,4934,25256.0,2008_Sen-G_VA,2008,VA,Sen-G,Sen-G,Roanoke College,292,,2008-10-23,614.0,Mark R. Warner,DEM,57.0,James S. Gilmore III,REP,22.0,,35.0,2008-11-04,65.09,33.76,31.33,3.67,3.67,1.0,-1.15396156327243,,False,False,,LV,False
4008,4973,117729.0,2009_Gov-G_NJ,2009,NJ,Gov-G,Gov-G,Quinnipiac University,267,,2009-10-23,1267.0,Jon Stevens Corzine,DEM,43.0,Chris Christie,REP,38.0,13.0,5.0,2009-11-03,44.88,48.46,-3.58,8.58,8.58,0.0,4.62037398427819,,False,False,,LV,False
4009,4994,117643.0,2009_Gov-G_VA,2009,VA,Gov-G,Gov-G,Virginia Commonwealth University,370,,2009-10-23,625.0,R. Creigh Deeds,DEM,36.0,Robert Francis McDonnell,REP,54.0,,-18.0,2009-11-03,41.31,58.69,-17.38,0.62,-0.62,1.0,-4.21345294451386,,False,False,,LV,False
4010,5067,83581.0,2010_Gov-G_CA,2010,CA,Gov-G,Gov-G,Big Village,37,,2010-10-23,888.0,Jerry Brown,DEM,51.0,Meg Whitman,REP,44.0,,7.0,2010-11-02,53.77,40.88,12.89,5.89,-5.89,1.0,-0.345865845572462,for CNN,False,False,CNN,LV,False
4011,5068,83586.0,2010_Gov-G_CA,2010,CA,Gov-G,Gov-G,Rasmussen Reports,277,,2010-10-23,1000.0,Jerry Brown,DEM,50.0,Meg Whitman,REP,41.0,,9.0,2010-11-02,53.77,40.88,12.89,3.89,-3.89,1.0,-2.03315571058393,for FOX News,False,False,FOX News,LV,False
4012,5069,83585.0,2010_Gov-G_CA,2010,CA,Gov-G,Gov-G,Suffolk University,323,,2010-10-23,600.0,Jerry Brown,DEM,50.0,Meg Whitman,REP,42.0,2.0,8.0,2010-11-02,53.77,40.88,12.89,4.89,-4.89,1.0,-1.98879089420707,,False,False,,LV,False
4013,5070,83584.0,2010_Gov-G_CA,2010,CA,Gov-G,Gov-G,SurveyUSA,325,,2010-10-23,594.0,Jerry Brown,DEM,46.0,Meg Whitman,REP,38.0,,8.0,2010-11-02,53.77,40.88,12.89,4.89,-4.89,1.0,-1.96333900839727,for KGTV-TV (California) | KPIX-TV (California) | KABC-TV (California) | KFSN-TV Fresno,False,False,KGTV-TV ,LV,False
4014,5087,83654.0,2010_Gov-G_CO,2010,CO,Gov-G,Gov-G,Big Village,37,,2010-10-23,829.0,John Wright Hickenlooper,DEM,51.0,Tom Tancredo,IND,37.0,10.0,14.0,2010-11-02,51.05,36.38,14.67,0.67,,1.0,-7.84641963010359,for CNN | Time,False,False,CNN | Time,LV,False
4015,5098,83684.0,2010_Gov-G_CT,2010,CT,Gov-G,Gov-G,Rasmussen Reports,277,,2010-10-23,1000.0,Dannel P. Malloy,DEM,47.0,Thomas C. Foley,REP,44.0,,3.0,2010-11-02,49.51,48.95,0.56,2.44,2.44,1.0,-1.5959567306072,,False,False,,LV,False
4016,5129,83768.0,2010_Gov-G_GA,2010,GA,Gov-G,Gov-G,SurveyUSA,325,,2010-10-23,601.0,Roy Barnes,DEM,39.0,J. Nathan Deal,REP,49.0,8.0,-10.0,2010-11-02,42.97,53.02,-10.05,0.05,0.05,1.0,-4.72611258879096,for WXIA-TV | WMAZ-TV,False,False,WXIA-TV | WMAZ-TV,LV,False
4017,5136,83786.0,2010_Gov-G_HI,2010,HI,Gov-G,Gov-G,Merriman River Group,207,,2010-10-23,1181.0,Neil Abercrombie,DEM,49.5,Duke Aiona,REP,44.5,,5.0,2010-11-02,58.22,41.12,17.1,12.1,-12.1,1.0,4.70613174621681,,False,False,,LV,False
4018,5145,83807.0,2010_Gov-G_IL,2010,IL,Gov-G,Gov-G,Rasmussen Reports,277,,2010-10-23,1000.0,Pat Quinn,DEM,39.0,William E. Brady,REP,44.0,6.0,-5.0,2010-11-02,46.79,45.94,0.85,5.85,-5.85,0.0,0.755879400356201,,False,False,,LV,False
4019,5179,83955.0,2010_Gov-G_MN,2010,MN,Gov-G,Gov-G,University of Minnesota,143,,2010-10-23,751.0,Mark Dayton,DEM,41.0,Tom Emmer,REP,29.0,11.0,12.0,2010-11-02,43.67,43.25,0.42,11.58,11.58,1.0,7.60424748137223,for MPR News,False,False,MPR News,LV,False
4020,5197,83983.0,2010_Gov-G_NV,2010,NV,Gov-G,Gov-G,Big Village,37,,2010-10-23,773.0,Rory Reid,DEM,34.0,Brian E. Sandoval,REP,58.0,,-24.0,2010-11-02,42.34,54.29,-11.95,12.05,-12.05,1.0,7.17839779845432,for CNN,False,False,CNN,LV,False
4021,5223,84107.0,2010_Gov-G_OH,2010,OH,Gov-G,Gov-G,Rasmussen Reports,277,,2010-10-23,1000.0,Ted Strickland,DEM,43.0,John Richard Kasich,REP,47.0,,-4.0,2010-11-02,47.04,49.04,-2.0,2.0,-2.0,1.0,-0.335964236253011,for FOX News,False,False,FOX News,LV,False
4022,5241,84183.0,2010_Gov-G_OR,2010,OR,Gov-G,Gov-G,Grove Insight,129,D,2010-10-23,500.0,John Kitzhaber,DEM,49.0,Chris Dudley,REP,45.0,,4.0,2010-11-02,49.4,47.87,1.53,2.47,2.47,1.0,-2.11862185662481,for John Kitzhaber,False,False,John Kitzhaber,LV,False
4023,5254,84215.0,2010_Gov-G_PA,2010,PA,Gov-G,Gov-G,Big Village,37,,2010-10-23,823.0,Dan Onorato,DEM,45.0,Thomas W. Corbett,REP,52.0,,-7.0,2010-11-02,45.51,54.49,-8.98,1.98,1.98,1.0,-1.31531934813666,for CNN,False,False,CNN,LV,False
4024,5255,84219.0,2010_Gov-G_PA,2010,PA,Gov-G,Gov-G,Ipsos,154,,2010-10-23,400.0,Dan Onorato,DEM,43.0,Thomas W. Corbett,REP,49.0,,-6.0,2010-11-02,45.51,54.49,-8.98,2.98,2.98,1.0,-1.67701687807522,for Reuters,False,False,Reuters,LV,False
4025,5269,84274.0,2010_Gov-G_RI,2010,RI,Gov-G,Gov-G,Fleming & Associates,96,,2010-10-23,500.0,Lincoln Chafee,IND,32.8,John F. Robitaille,REP,25.5,26.2,7.3,2010-11-02,36.1,33.57,2.53,4.77,,1.0,-1.84680620905821,for WPRI-TV,False,False,WPRI-TV,LV,False
4026,5307,81718.0,2010_House-G_CA-20,2010,CA-20,House-G,House-G,"Normington, Petts & Associates",232,D,2010-10-23,400.0,Jim Costa,DEM,47.0,Andy Vidak,REP,41.0,,6.0,2010-11-02,51.7,48.3,3.4,2.6,2.6,1.0,-6.26833891636971,for Jim Costa,False,False,Jim Costa,LV,False
4027,5308,81717.0,2010_House-G_CA-20,2010,CA-20,House-G,House-G,SurveyUSA,325,,2010-10-23,601.0,Jim Costa,DEM,42.0,Andy Vidak,REP,52.0,,-10.0,2010-11-02,51.7,48.3,3.4,13.4,-13.4,0.0,8.41454834644395,for KFSN-TV Fresno,False,False,KFSN-TV Fresno,LV,False
4028,5320,81754.0,2010_House-G_DE-1,2010,DE-1,House-G,House-G,Fairleigh Dickinson University,92,,2010-10-23,797.0,John C. Carney Jr.,DEM,53.0,Glen Urquhart,REP,36.0,,17.0,2010-11-02,56.78,41.04,15.74,1.26,1.26,1.0,-5.47416431958697,,False,False,,LV,False
4029,5335,81794.0,2010_House-G_HI-1,2010,HI-1,House-G,House-G,Merriman River Group,207,,2010-10-23,620.0,Colleen W. Hanabusa,DEM,50.0,Charles K. Djou,REP,45.0,,5.0,2010-11-02,53.23,46.77,6.46,1.46,-1.46,1.0,-5.41250344696571,,False,False,,LV,False
4030,5337,138665.0,2010_House-G_HI-2,2010,HI-2,House-G,House-G,Merriman River Group,207,,2010-10-23,560.0,Mazie Hirono,DEM,58.6,John W. Willoughby,REP,35.1,,23.5,2010-11-02,72.19,25.32,46.87,23.37,-23.37,1.0,15.412891149232,,False,False,,LV,False
4031,5352,81865.0,2010_House-G_IN-3,2010,IN-3,House-G,House-G,SurveyUSA,325,,2010-10-23,400.0,Thomas E. Hayhurst,DEM,32.0,Marlin A. Stutzman,REP,57.0,7.0,-25.0,2010-11-02,33.11,62.76,-29.65,4.65,4.65,1.0,-1.93926373687063,for Downs Center,False,False,Downs Center,LV,False
4032,5359,81884.0,2010_House-G_KY-3,2010,KY-3,House-G,House-G,SurveyUSA,325,,2010-10-23,588.0,John Yarmuth,DEM,50.0,Todd Lally,REP,46.0,1.0,4.0,2010-11-02,54.68,44.01,10.67,6.67,-6.67,1.0,-1.62011455284865,for The Courier-Journal,False,False,The Courier-Journal,LV,False
4033,5398,81990.0,2010_House-G_NC-2,2010,NC-2,House-G,House-G,SurveyUSA,325,,2010-10-23,400.0,Bob R. Etheridge,DEM,41.0,Renee L. Ellmers,REP,46.0,6.0,-5.0,2010-11-02,48.69,49.47,-0.78,4.22,-4.22,1.0,-4.98622403855294,for Civitas Institute; among registered voters,True,False,Civitas Institute,RV,False
4034,5459,82217.0,2010_House-G_RI-1,2010,RI-1,House-G,House-G,Fleming & Associates,96,,2010-10-23,250.0,David N. Cicilline,DEM,48.0,John J. Loughlin,REP,42.0,,6.0,2010-11-02,50.61,44.56,6.05,0.05,-0.05,1.0,-7.63330754440674,for WPRI-TV,False,False,WPRI-TV,LV,False
4035,5524,82297.0,2010_House-G_VA-9,2010,VA-9,House-G,House-G,SurveyUSA,325,,2010-10-23,608.0,Frederick C. Boucher,DEM,46.0,H. Morgan Griffith,REP,47.0,4.0,-1.0,2010-11-02,46.45,51.26,-4.81,3.81,3.81,1.0,-2.24719344988354,for WDBJ-TV (Roanoke),False,False,WDBJ-TV ,LV,False
4036,5544,39307.0,2010_Sen-GS_DE,2010,DE,Sen-G,Sen-GS,Fairleigh Dickinson University,92,,2010-10-23,797.0,Christopher A. Coons,DEM,57.0,Christine O'Donnell,REP,36.0,,21.0,2010-11-02,56.61,40.03,16.58,4.42,4.42,1.0,-1.9910999478546,,False,False,,LV,False
4037,5569,39265.0,2010_Sen-GS_WV,2010,WV,Sen-G,Sen-GS,Rasmussen Reports,277,,2010-10-23,1000.0,"Joe Manchin, III",DEM,46.0,John Raese,REP,48.0,,-2.0,2010-11-02,53.47,43.4,10.07,12.07,-12.07,0.0,5.53480357375413,,False,False,,LV,False
4038,5608,39293.0,2010_Sen-G_CA,2010,CA,Sen-G,Sen-G,Big Village,37,,2010-10-23,888.0,Barbara Boxer,DEM,50.0,Carly Fiorina,REP,45.0,,5.0,2010-11-02,52.18,42.17,10.01,5.01,-5.01,1.0,-1.35775438342816,for CNN,False,False,CNN,LV,False
4039,5609,39262.0,2010_Sen-G_CA,2010,CA,Sen-G,Sen-G,Rasmussen Reports,277,,2010-10-23,1000.0,Barbara Boxer,DEM,48.0,Carly Fiorina,REP,44.0,,4.0,2010-11-02,52.18,42.17,10.01,6.01,-6.01,1.0,-0.0761741198048148,for FOX News,False,False,FOX News,LV,False
4040,5610,39271.0,2010_Sen-G_CA,2010,CA,Sen-G,Sen-G,Suffolk University,323,,2010-10-23,600.0,Barbara Boxer,DEM,52.0,Carly Fiorina,REP,43.0,2.0,9.0,2010-11-02,52.18,42.17,10.01,1.01,-1.01,1.0,-6.15728050047639,,False,False,,LV,False
4041,5611,39282.0,2010_Sen-G_CA,2010,CA,Sen-G,Sen-G,SurveyUSA,325,,2010-10-23,594.0,Barbara Boxer,DEM,45.0,Carly Fiorina,REP,40.0,,5.0,2010-11-02,52.18,42.17,10.01,5.01,-5.01,1.0,-1.90541810294867,for KGTV-TV (California) | KPIX-TV (California) | KABC-TV (California) | KFSN-TV Fresno,False,False,KGTV-TV ,LV,False
4042,5628,39296.0,2010_Sen-G_CO,2010,CO,Sen-G,Sen-G,Big Village,37,,2010-10-23,829.0,Michael Bennet,DEM,46.0,Ken Buck,REP,47.0,,-1.0,2010-11-02,48.05,46.42,1.63,2.63,-2.63,0.0,-1.48087418583596,for CNN | Time,False,False,CNN | Time,LV,False
4043,5642,39261.0,2010_Sen-G_CT,2010,CT,Sen-G,Sen-G,Rasmussen Reports,277,,2010-10-23,1000.0,Richard Blumenthal,DEM,53.0,Linda McMahon,REP,42.0,,11.0,2010-11-02,55.16,43.22,11.94,0.94,-0.94,1.0,-3.02755142949258,,False,False,,LV,False
4044,5665,39249.0,2010_Sen-G_GA,2010,GA,Sen-G,Sen-G,SurveyUSA,325,,2010-10-23,601.0,Michael Thurmond,DEM,34.0,Johnny Isakson,REP,58.0,5.0,-24.0,2010-11-02,39.0,58.31,-19.31,4.69,-4.69,1.0,-1.45392647695287,for WXIA-TV | WMAZ-TV,False,False,WXIA-TV | WMAZ-TV,LV,False
4045,5669,137137.0,2010_Sen-G_HI,2010,HI,Sen-G,Sen-G,Merriman River Group,207,,2010-10-23,1181.0,Daniel K. Inouye,DEM,62.7,Cam Cavasso,REP,30.6,,32.1,2010-11-02,74.81,21.57,53.24,21.14,-21.14,1.0,7.94475830229691,,False,False,,LV,False
4046,5682,137339.0,2010_Sen-G_IL,2010,IL,Sen-G,Sen-G,Rasmussen Reports,277,,2010-10-23,1000.0,Alexi Giannoulias,DEM,41.0,Mark Kirk,REP,43.0,7.0,-2.0,2010-11-02,46.42,48.01,-1.59,0.41,-0.41,1.0,-1.74798562549194,average of multiple versions or turnout models listed in poll,False,False,,LV,False
4047,5692,39277.0,2010_Sen-G_IN,2010,IN,Sen-G,Sen-G,SurveyUSA,325,,2010-10-23,1600.0,Brad Ellsworth,DEM,32.0,Daniel Coats,REP,54.0,7.0,-22.0,2010-11-02,40.0,54.58,-14.58,7.42,-7.42,1.0,3.95539464508862,for Downs Center,False,False,Downs Center,LV,False
4048,5698,39297.0,2010_Sen-G_KY,2010,KY,Sen-G,Sen-G,Big Village,37,,2010-10-23,785.0,Jack Conway,DEM,43.0,Rand Paul,REP,50.0,,-7.0,2010-11-02,44.25,55.73,-11.48,4.48,4.48,1.0,0.0510203066756079,for CNN,False,False,CNN,LV,False
4049,5699,39260.0,2010_Sen-G_KY,2010,KY,Sen-G,Sen-G,Public Policy Polling,263,,2010-10-23,900.0,Jack Conway,DEM,40.0,Rand Paul,REP,53.0,,-13.0,2010-11-02,44.25,55.73,-11.48,1.52,-1.52,1.0,-2.82396524614864,,False,False,,LV,False
4050,5700,39264.0,2010_Sen-G_KY,2010,KY,Sen-G,Sen-G,Rasmussen Reports,277,,2010-10-23,1000.0,Jack Conway,DEM,43.0,Rand Paul,REP,50.0,,-7.0,2010-11-02,44.25,55.73,-11.48,4.48,4.48,1.0,0.32294395965398,,False,False,,LV,False
4051,5734,39298.0,2010_Sen-G_NV,2010,NV,Sen-G,Sen-G,Big Village,37,,2010-10-23,773.0,Harry Reid,DEM,45.0,Sharron Angle,REP,49.0,2.0,-4.0,2010-11-02,51.44,45.57,5.87,9.87,-9.87,0.0,1.78875135786087,for CNN,False,False,CNN,LV,False
4052,5784,39291.0,2010_Sen-G_PA,2010,PA,Sen-G,Sen-G,Big Village,37,,2010-10-23,823.0,Joe Sestak,DEM,45.0,Patrick J. Toomey,REP,49.0,,-4.0,2010-11-02,48.99,51.01,-2.02,1.98,-1.98,1.0,-1.61331238790883,for CNN,False,False,CNN,LV,False
4053,5785,39268.0,2010_Sen-G_PA,2010,PA,Sen-G,Sen-G,Ipsos,154,,2010-10-23,400.0,Joe Sestak,DEM,46.0,Patrick J. Toomey,REP,46.0,,0.0,2010-11-02,48.99,51.01,-2.02,2.02,2.02,0.5,-3.0255432761501,for Reuters,False,False,Reuters,LV,False
4054,5808,39337.0,2010_Sen-G_WA,2010,WA,Sen-G,Sen-G,University of Washington,364,,2010-10-23,695.0,Patty Murray,DEM,51.0,Dino Rossi,REP,45.0,,6.0,2010-11-02,52.36,47.64,4.72,1.28,1.28,1.0,-3.55763240960096,for KCTS9,False,False,KCTS9,LV,False
4055,5828,39278.0,2010_Sen-O_LA,2010,LA,Sen-G,Sen-O,Clarus Research Group,53,,2010-10-23,700.0,Charlie Melancon,DEM,38.0,David Vitter,REP,50.0,,-12.0,2010-11-02,37.67,56.55,-18.88,6.88,6.88,1.0,0.116162676454273,for WWL-TV; among registered voters,True,False,WWL-TV,RV,False
4056,6117,86948.0,2012_Gov-G_NH,2012,NH,Gov-G,Gov-G,Rasmussen Reports,277,,2012-10-23,500.0,Maggie Hassan,DEM,46.0,Ovide Lamontagne,REP,48.0,,-2.0,2012-11-06,54.66,42.56,12.1,14.1,-14.1,0.0,5.98579786012387,,False,False,,LV,False
4057,6133,81237.0,2012_House-G_CA-30,2012,CA-30,House-G,House-G,SurveyUSA,325,,2012-10-23,674.0,Brad Sherman,DEM,44.0,Howard L. Berman,DEM,33.0,,11.0,2012-11-06,60.3,39.7,20.6,9.6,,1.0,3.73081858691376,for KABC-TV (California),False,False,KABC-TV ,LV,False
4058,6142,82477.0,2012_House-G_CT-5,2012,CT-5,House-G,House-G,National Research,225,R,2012-10-23,400.0,Elizabeth H. Esty,DEM,39.0,Andrew W. Roraback,REP,45.0,,-6.0,2012-11-06,51.31,48.69,2.62,8.62,-8.62,0.0,2.90796548052324,for unspecified Republican sponsor,False,False,unspecified Republican sponsor,LV,False
4059,6176,81219.0,2012_House-G_MD-6,2012,MD-6,House-G,House-G,OpinionWorks,244,,2012-10-23,610.0,John K. Delaney,DEM,42.0,Roscoe G. Bartlett,REP,41.0,,1.0,2012-11-06,58.85,37.95,20.9,19.9,-19.9,1.0,13.7367093813635,for Baltimore Sun,False,False,Baltimore Sun,LV,False
4060,6182,81231.0,2012_House-G_MI-11,2012,MI-11,House-G,House-G,Baydoun Consulting,25,,2012-10-23,392.0,Syed Taj,DEM,39.0,Kerry L. Bentivolio,REP,47.0,,-8.0,2012-11-06,44.36,50.76,-6.4,1.6,-1.6,1.0,-5.48398736101416,,False,False,,LV,False
4061,6237,82510.0,2012_House-G_TN-4,2012,TN-4,House-G,House-G,Public Opinion Strategies,260,R,2012-10-23,400.0,Eric Stewart,DEM,36.0,Scott DesJarlais,REP,49.0,,-13.0,2012-11-06,44.24,55.76,-11.52,1.48,-1.48,1.0,-5.50378751265413,for Scott DesJarlais,False,False,Scott DesJarlais,LV,False
4062,6315,36486.0,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Susquehanna Polling & Research Inc.,326,,2012-10-23,1001.0,Barack Obama,DEM,46.0,Mitt Romney,REP,51.0,,-5.0,2012-11-06,50.01,49.13,0.88,5.88,-5.88,0.0,2.79423247467014,for Sunshine State News,False,False,Sunshine State News,LV,False
4063,6351,36925.0,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,University of Iowa,353,,2012-10-23,307.0,Barack Obama,DEM,44.4,Mitt Romney,REP,45.2,,-0.8,2012-11-06,52.23,46.4,5.83,6.63,-6.63,0.0,0.083045055629582,,False,False,,LV,False
4064,6405,36307.0,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Baydoun Consulting,25,,2012-10-23,1122.0,Barack Obama,DEM,46.92,Mitt Romney,REP,46.56,,0.36,2012-11-06,54.21,44.71,9.5,9.14,-9.14,1.0,4.80158010809716,,False,False,,LV,False
4065,6474,36275.0,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Rasmussen Reports,277,,2012-10-23,500.0,Barack Obama,DEM,48.0,Mitt Romney,REP,50.0,,-2.0,2012-11-06,52.04,46.46,5.58,7.58,-7.58,0.0,2.34521441073622,,False,False,,LV,False
4066,6502,36293.0,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Public Policy Polling,263,,2012-10-23,636.0,Barack Obama,DEM,50.0,Mitt Romney,REP,47.0,3.0,3.0,2012-11-06,52.66,45.94,6.72,3.72,-3.72,1.0,-0.412529731278754,average of multiple versions or turnout models listed in poll,False,False,,LV,False
4067,6503,36319.0,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Rasmussen Reports,277,,2012-10-23,500.0,Barack Obama,DEM,50.0,Mitt Romney,REP,48.0,,2.0,2012-11-06,52.66,45.94,6.72,4.72,-4.72,1.0,0.0871304257194979,,False,False,,LV,False
4068,6516,36376.0,2012_Pres-G_NY,2012,NY,Pres-G,Pres-G,Siena College,305,,2012-10-23,750.0,Barack Obama,DEM,59.0,Mitt Romney,REP,35.0,,24.0,2012-11-06,63.41,35.24,28.17,4.17,-4.17,1.0,-0.522700167113383,,False,False,,LV,False
